message,emotion
When I didn't get the results I expected in the semester exam,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
"I just feel really down today. It's like there's a heavy weight in my heart, and I don’t have the energy to do anything.","2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Whenever I get bad comments,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
"Lately, I’ve been feeling really low. It’s one of those days where everything feels a bit heavier than usual. I’m trying to stay strong, but it’s tough. Just needed to let it out.","2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I am worry,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I'm tired of you,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
My best friend understands me wrongly,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I feel sorry,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I am very sad that hearing about it,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I am so unlucky today,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Working for 7 days in a week,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Why me ? I can't believe this,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Returning hostel from home,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
My close friend avoid me without any reason,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Im worried about my results,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
The time which I spent with my friends in the past,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
"When I think about my mother, father.","2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I don't get peaceful sleep,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Iam good  i feels  like a heavy cloud is hanging over me.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I felt sad when I couldn't attend an important campus event because I had to travel home unexpectedly.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I felt sad when I didn’t get the mark I expected on my Internet Programming assignment after working so hard.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I feel sad,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I have failed in a important exam,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Tomorrow I have to go to university,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Oops I failed this exam.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
"My laptop is broken few days ago, and I felt lost","2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Couldn't attend the family function due to semester exam.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Failed a subject,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Best friend dropped out this semester.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Canteen ran out of kottu before I got there.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Bike broke down on the way to uni.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
My favorite lecturer is leaving the university.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Iam alone,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Lost the match in the last over... still can’t believe it.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Failed my driving test again… feeling low.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
She left without saying goodbye,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Didn’t get selected for the final team. All that practice... gone.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Lost my phone with all my memories in it.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Missing my dad.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I studied so hard and still didn’t do well.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Feeling homesick again... I miss my family.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
My dog died on an accident,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Sometimes I feel like I’m falling behind everyone else.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
It’s overwhelming. I don’t know how to keep up.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Skipped class today... just couldn’t handle it.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I miss the old days more than I thought I would.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Why does university feel so lonely sometimes?,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Cried in the bathroom after my presentation.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I keep trying but nothing seems to work.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I missed the bus today so i walked to the office,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Failed that quiz I thought I did okay in.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I’m exhausted from pretending I’m okay all the time.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
"Smiling outside, but inside I’m just tired.","2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I tried my best but it still wasn’t enough.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
It hurts when people you trust don’t trust you back.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
That sinking feeling when plans fall apart last minute.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Feels like everything is just a bit too heavy today.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I miss how things used to be before everything changed.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I feel lonely sometimes.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
It's hard to let go.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
That news made me cry.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I did not expect this to happen.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
I am worthless.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Lost my wallet.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Scored less than I expected… disappointed in myself,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Couldn’t attend my best friend’s birthday. Feeling really bad.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Lost all my project data because my laptop crashed.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
My favorite hoodie shrank in the wash.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Didn’t get selected for the team… feeling really down.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Rain ruined our boys' cricket match plan.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Had an argument with dad… hate this feeling.,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
"No matter how hard I try, it never feels enough.","2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
"Sometimes I feel like I’m there for everyone, but no one checks on me.","2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
Didn't get the expected results,"2.Sadness  
 (e.g., Missed the scholarship by just 1 mark.)"
"I did all the work, and my groupmates did nothing!","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I worked so hard and still didn’t get selected! This is so unfair!,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Why is this so unfair,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
That was really unfair,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I’m so annoyed! We worked hard on the group project and still got a low grade,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Someone not picking up the call when i want to talk,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"She lied to me, I'm mad at her.","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"I’m feeling really down today. Nothing seems to lift my mood, and everything feels a bit too heavy to carry. Just one of those tough days.","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"I worked hard, but still got blamed. It’s not fair!","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"I'm really frustrated right now,this isn’t okay!","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Its getting late. Please hurry up,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
When bike is break,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"I’m angry and disappointed. I had high hopes, but everything just fell apart.","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
My heart burns with anger whenever I think about my lover!,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Today we had lectures for 6 hours continuously,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
On poya day there is a lecture at university.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"Whenever I hear, read or see the injustice that happens to men","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I will kill you,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
They said you wrong when you did good thing.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I am feeling anger,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I'm so angry! I can't believe this happened. I trusted my friends but they let me down,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Talking to someone immature for their age.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I’m honestly really frustrated right now,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Someone scolds me without making mistakes.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Don't call.. I'm not going to talk with you.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Hearing gossips,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Think before you do,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
My friends are cheating me,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Someone ignored me,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
My brother broke my phone,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Why are you treating others badly,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
When wasting time,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Someone blamed me for something I didn't do,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Its so hard to believe that my friend talk bad about me to others,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
God please curse him,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"I’m really frustrated right now. Things didn’t go the way they should have, and it’s honestly exhausting dealing with the same issues over and over again","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I don't want anyone,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I’m so angry right now,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"I’m really frustrated right now! It’s so unfair when things don’t go the way they should, and it feels like no one’s listening. This needs to change!","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
When someone speaks rudely,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I'm done covering for people who don’t even try,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I'm feeling very much frustrated for what you did..,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I have lectures this weekend again… feeling so tired and drained.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"I’m really frustrated right now. I’ve been patient, but this situation keeps repeating, and it’s exhausting.","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I'm tired of this,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Give import to phone while talking,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I’m done,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Someone kicking my cats,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
My friends talk gossip about me.... I will be angry with them...,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Mind your own business,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Do not come to near me i am so angry on you if you come surely i will hit you so please maintain the distance,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I work hard for the assignment but the team members scold me,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
What the freak,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"I regret trusting your words, I should have known better. And the audacity to play the victim is mind boggling, at least have the courage to accept your wrongdoing without giving lame excuses.","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I wouldn't even care if she said something else again.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Be away for while,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"""They promised to help but didn’t show up at all. I’m so frustrated and disappointed!""","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
What the the,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I'll talk you later,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I am not sure how to face this,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
When someone treat us badly,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I worked on our group project alone and still some group members complained! So frustrating,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Getting blamed when I’m not wrong,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"I’m so mad right now, I can’t even explain how frustrated I feel. Go to the he'll..","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"I’m honestly really frustrated right now. Things just aren’t going the way they should, and it’s starting to get to me.","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"I’m really frustrated right now—things aren’t going the way they should, and it’s hard to stay calm.","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
ohhh shitttt,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Ohh okay,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
You are cheated on me.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
go to hell,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I am not well,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Don't make me as a option,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
My mother compared his skills to those of another.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Junior not obeying us,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"I'm so angry right now. Nothing is going right, and it's really frustrating.","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
When someone do bad things for me,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"I’m honestly really frustrated right now. It feels like things are completely out of control, and I’ve had enough. I’m tired of being patient when nothing seems to change.","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I am angry,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I don't want talk about this,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"Without participating the group project, one of our group member telling that you could have done like this","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I am angry with you,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I am very angry about to see his attitude,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
You don't need to involve in this,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Someone scolds me without any reason,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I will kill you,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
When even loved one also does not understand us,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
My phone strucked when I was in important work,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Why did this happen to me,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
If anyone hurts me without any mistakes in me,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"we are doing a lot of work,but our demonstrator didn’t praise and support us.","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Unnecessarily disturbing during sleep,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
( i won't say anything ),"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I was angry when the internet went down during an important online lecture I really needed to attend.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I got angry when my laptop suddenly crashed right before submitting an assignment on LMS.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
IAM really angry,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
My friend didn't obey my words,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
My group member doesn't care what I say,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Why did you cut into the line?,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"She doesn't know what happened, she just blames me.","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
My assignment got deleted right before submission.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Someone blames me without knowing the truth,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Roommate used my laptop without asking.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"Group project = I did everything, again.","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Group mates ghosted me on submission day.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Wi-Fi died during online Assignment.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Iam so frustrated,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Waited 2 hours in the queue and they said system is down!,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Lost the game because of a lag! So frustrating!,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Roommate used my headphones again without asking!,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
All plans were set and he bailed out last minute! Not cool.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Waited over an hour and they didn’t even bother to show up or inform!,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
We have lectures on Sunday.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Group mates didn’t do anything—again. I’m so done.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Why do professors assign everything at once?!,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
He cheated on me again,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
My laptop crashed before I saved the assignment,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I was marked absent even though I was there!,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
People talking during class drives me mad.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"If people just respected time, things wouldn’t be such a mess","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Why does uni Wi-Fi always die during submissions?!,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
The exam paper was NOTHING like what they taught.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Can’t believe the admin lost my documents again.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
She is not replying to text messages,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I hate when people take credit for my work.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
This semester is testing my patience on every level.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"""I kept quiet to keep the peace… but now I’m boiling inside.","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I’m beyond fed up with being taken for granted.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
So done with excuses and empty promises.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"I keep explaining myself, but nobody listens.","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Why do people think my kindness is weakness?,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Losing patience faster than I thought I would today.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
That was really unfair.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
So frustrating.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I can not believe they did that.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I am tired of this.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Why did you do that?,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
He betrayed me.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Someone scratched my bike and didn’t even leave a note.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Group project and I’m doing everything alone! Fed up!,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Trainer didn’t show up for the session. Time wasted.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
"Group chat full of memes, but no project updates","3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Got blamed for something I didn’t even do in the group.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Roommate took my charger and disappeared.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Why do people never listen properly the first time?!,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
They changed the assignment deadline after I submitted!,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I told them I didn’t want to be part of that drama—and they dragged me in anyway.,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
Don't be disrespectful like u always do..,"3. Anger  
 (e.g.,  Lecturer canceled the class last minute again!)"
I have my presentation tomorrow,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I’m really scared about the final exam. What if I fail again?,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I have low percentage of attendance,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
This makes me nervous,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I’m really nervous about the exam tomorrow... I don’t feel ready...,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
i don't text when I'm scared.,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
When exam results released,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I’m feeling really anxious and unsure about what’s going to happen.,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
"I’m feeling really anxious right now. My mind keeps racing with “what ifs,” and I can’t seem to calm down. I just hope everything turns out okay.","4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
"Exams are near, and I don’t feel ready.","4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I’m really scared… I don’t know what to do.,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
Tomorrow i have project presentation,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
No fear,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I’m worried I’m not prepared enough. What if everything falls apart?,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
My heart trembles with fear whenever I think about my lover.,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I want to present in front of 100 people,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
Tomorrow is the deadline for the final submission.,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
"Lizard, traffic police","4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I feel scare,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
You are alone in hostel,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I am feeling fear,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
"My heart is racing,I don't know what is going to happen.I feel nervous and scared","4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
Getting a notification about exam results being released tomorrow.,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I’m feeling really on edge right now. My heart keeps racing and every little sound makes me jump,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I was alone at last night therefore I scared,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I'm afraid...,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
All is well,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I stay at home alone,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
When I see my results,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I see the exam papper,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I have to sleep at night alone,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
When seeing gost,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I got lost for a few minutes in a crowded place,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
Tomorrow i have to deliver  my unprepared speech,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
God please protect me,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
"I’m feeling really anxious right now. My mind won’t stop racing, and I can’t help but worry about what might go wrong. I just wish I could calm down and feel safe.","4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I am very scared,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
"My mind is racing, and I can’t stop worrying.","4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
"I’m feeling really anxious right now... Not sure what’s going to happen next, and it’s hard to calm my mind. Hoping things will be okay.","4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
When i get late night calls from my relatives,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I don't know how I am going to talk in front of the panel,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I'm struggling a little bit. I feel like to share the things with you and need help to handle it...,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
"I have a presentation tomorrow, and i'm scared i'll spoil","4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
"I’m feeling really scared right now. There’s so much uncertainty, and I can’t stop thinking about what might go wrong","4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
Iam shaking right now,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
Things doesn’t happen in proper time,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
No more explanations,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
About World War 3,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
So sad,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I think about my future...that time I was scared...,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I am in dark i feel so fear,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
Tomorrow I have my exam,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
I’m anxious,"4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
"Looking at all the indifference the people are showing towards this live genocide makes me so scary, especially when I think about what kind of world my child will be facing. I'm in a state of constant anxiety just trying to imagine myself in their shoes.","4. Fear  
 (e.g., Viva starts in 5 minutes. I'm shaking.)"
